,0
399,"[2, 63, 529, 73, 85, 547, 16, 530, 628, 452]"
400,"[291, 355, 310, 564, 568, 210, 126, 186, 34, 593]"
401,"[384, 291, 507, 668, 126, 553, 210, 659, 568, 564]"
402,"[80, 121, 186, 694, 49, 239, 579, 221, 170, 491]"
403,"[186, 694, 80, 49, 121, 553, 491, 551, 128, 28]"
404,"[355, 694, 291, 617, 210, 568, 186, 80, 221, 553]"
405,"[193, 136, 80, 577, 194, 536, 460, 683, 650, 36]"
406,"[291, 80, 551, 553, 210, 127, 659, 568, 564, 519]"
407,"[612, 175, 693, 121, 291, 310, 355, 107, 241, 620]"
408,"[248, 310, 568, 186, 355, 564, 630, 692, 593, 254]"
409,"[384, 507, 88, 668, 488, 452, 341, 489, 477, 503]"
410,"[80, 186, 678, 551, 128, 221, 694, 126, 49, 605]"
411,"[80, 193, 561, 121, 241, 136, 630, 612, 694, 568]"
412,"[80, 553, 432, 617, 150, 35, 497, 154, 121, 694]"
413,"[80, 291, 210, 448, 127, 568, 553, 579, 551, 121]"
414,"[291, 568, 564, 127, 210, 355, 221, 343, 553, 591]"
415,"[488, 443, 427, 88, 66, 276, 168, 629, 627, 205]"
416,"[121, 80, 186, 248, 310, 694, 551, 205, 128, 228]"
417,"[80, 121, 248, 205, 694, 186, 488, 310, 221, 491]"
418,"[384, 283, 658, 507, 394, 443, 557, 687, 282, 591]"
419,"[429, 612, 121, 161, 568, 570, 260, 348, 681, 295]"
420,"[668, 384, 507, 61, 671, 221, 38, 291, 355, 310]"
421,"[291, 568, 210, 355, 310, 384, 564, 127, 519, 692]"
422,"[80, 553, 150, 154, 249, 432, 409, 579, 239, 591]"
423,"[507, 384, 605, 668, 610, 631, 316, 228, 139, 489]"
424,"[80, 121, 205, 488, 221, 175, 280, 658, 150, 641]"
425,"[80, 694, 186, 49, 553, 128, 551, 126, 221, 406]"
426,"[443, 384, 507, 88, 668, 80, 617, 591, 557, 584]"
427,"[80, 32, 121, 618, 536, 472, 475, 573, 205, 488]"
428,"[80, 121, 205, 488, 128, 579, 448, 694, 186, 491]"
429,"[80, 121, 694, 205, 488, 553, 487, 617, 210, 536]"
430,"[121, 80, 291, 186, 694, 564, 310, 551, 355, 126]"
431,"[80, 121, 221, 291, 694, 186, 553, 210, 128, 551]"
432,"[384, 507, 658, 668, 210, 604, 489, 443, 557, 206]"
433,"[80, 121, 205, 579, 491, 248, 128, 692, 488, 448]"
434,"[443, 175, 210, 283, 658, 394, 488, 568, 687, 282]"
435,"[384, 507, 489, 668, 610, 245, 347, 248, 32, 310]"
436,"[551, 553, 128, 126, 154, 80, 186, 402, 579, 694]"
437,"[121, 80, 536, 472, 221, 61, 205, 617, 488, 49]"
438,"[210, 291, 553, 409, 658, 568, 694, 355, 564, 551]"
439,"[384, 507, 228, 668, 610, 551, 564, 127, 291, 519]"
440,"[121, 80, 488, 205, 186, 402, 154, 308, 612, 321]"
441,"[384, 507, 668, 291, 210, 568, 489, 610, 519, 659]"
442,"[121, 80, 553, 126, 128, 136, 186, 579, 551, 694]"
443,"[291, 121, 80, 210, 488, 126, 128, 202, 553, 568]"
444,"[80, 121, 205, 551, 186, 128, 488, 553, 519, 617]"
445,"[448, 579, 128, 80, 126, 553, 498, 652, 291, 551]"
446,"[384, 355, 564, 291, 310, 593, 668, 107, 659, 126]"
447,"[641, 383, 658, 182, 355, 449, 568, 206, 112, 280]"
448,"[330, 291, 210, 568, 13, 126, 553, 219, 519, 155]"
449,"[80, 694, 617, 502, 121, 61, 409, 150, 221, 591]"
450,"[80, 121, 61, 637, 205, 694, 488, 9, 178, 691]"
451,"[694, 186, 80, 49, 553, 491, 28, 221, 126, 32]"
452,"[80, 121, 186, 488, 205, 637, 551, 128, 694, 49]"
453,"[193, 460, 524, 265, 113, 512, 561, 255, 103, 370]"
454,"[355, 291, 564, 310, 210, 568, 659, 66, 112, 519]"
455,"[605, 678, 631, 316, 228, 139, 551, 216, 433, 477]"
456,"[80, 186, 128, 551, 49, 617, 121, 694, 691, 553]"
457,"[121, 488, 80, 399, 186, 694, 568, 210, 106, 127]"
458,"[80, 121, 694, 61, 559, 492, 502, 488, 166, 497]"
459,"[630, 193, 32, 439, 136, 275, 358, 129, 515, 126]"
460,"[252, 34, 553, 126, 559, 626, 121, 448, 127, 128]"
461,"[553, 126, 80, 488, 579, 205, 128, 448, 551, 127]"
462,"[193, 248, 476, 501, 355, 310, 175, 609, 513, 235]"
463,"[80, 121, 32, 205, 488, 637, 694, 691, 553, 536]"
464,"[80, 488, 121, 49, 32, 248, 281, 291, 409, 694]"
465,"[488, 80, 553, 205, 551, 276, 409, 127, 88, 432]"
466,"[507, 384, 668, 121, 489, 559, 228, 404, 19, 332]"
467,"[605, 610, 551, 564, 127, 228, 291, 519, 281, 659]"
468,"[80, 488, 121, 553, 694, 551, 186, 409, 205, 291]"
469,"[231, 104, 106, 427, 283, 352, 360, 79, 409, 443]"
470,"[384, 507, 668, 228, 568, 631, 316, 139, 348, 605]"
471,"[553, 80, 291, 694, 551, 210, 568, 126, 409, 186]"
472,"[80, 121, 564, 291, 553, 551, 186, 355, 310, 694]"
473,"[384, 507, 668, 659, 612, 121, 291, 489, 570, 610]"
474,"[488, 205, 88, 341, 395, 452, 535, 117, 420, 113]"
475,"[291, 210, 694, 186, 568, 553, 564, 399, 355, 617]"
476,"[448, 579, 128, 291, 126, 498, 553, 210, 355, 202]"
477,"[170, 105, 210, 291, 658, 378, 564, 598, 126, 97]"
478,"[186, 80, 553, 551, 694, 128, 49, 126, 579, 221]"
479,"[659, 291, 553, 564, 551, 126, 488, 252, 127, 210]"
480,"[80, 121, 448, 170, 308, 553, 290, 443, 591, 126]"
481,"[80, 553, 126, 128, 551, 694, 186, 579, 448, 221]"
482,"[448, 579, 291, 128, 498, 80, 126, 210, 355, 553]"
483,"[80, 186, 121, 694, 221, 49, 491, 248, 128, 617]"
484,"[80, 32, 553, 694, 186, 432, 221, 497, 154, 150]"
485,"[310, 564, 355, 384, 291, 121, 692, 593, 568, 248]"
486,"[291, 210, 659, 564, 568, 553, 127, 551, 126, 519]"
487,"[121, 80, 308, 259, 617, 591, 557, 488, 612, 47]"
488,"[126, 80, 49, 32, 186, 553, 694, 128, 409, 121]"
489,"[80, 121, 488, 694, 186, 205, 221, 491, 617, 536]"
490,"[126, 121, 553, 34, 291, 252, 355, 448, 128, 107]"
491,"[80, 291, 210, 553, 659, 551, 121, 205, 568, 564]"
492,"[210, 564, 658, 411, 291, 223, 355, 541, 652, 282]"
493,"[610, 551, 384, 205, 228, 488, 564, 127, 519, 291]"
494,"[553, 291, 126, 127, 568, 210, 488, 564, 448, 355]"
495,"[488, 205, 88, 341, 291, 694, 564, 384, 117, 659]"
496,"[80, 121, 488, 221, 205, 658, 49, 694, 210, 409]"
497,"[121, 80, 617, 694, 186, 630, 221, 568, 491, 248]"
498,"[88, 117, 656, 341, 28, 671, 585, 559, 38, 620]"
499,"[80, 121, 186, 694, 128, 551, 49, 221, 61, 491]"
500,"[348, 228, 411, 433, 316, 139, 551, 631, 327, 671]"
501,"[585, 521, 433, 316, 77, 192, 228, 665, 514, 240]"
502,"[433, 348, 228, 631, 551, 139, 327, 316, 31, 678]"
503,"[647, 366, 192, 514, 394, 665, 584, 404, 548, 585]"
504,"[443, 557, 79, 617, 514, 153, 585, 584, 240, 591]"
505,"[551, 228, 348, 429, 139, 327, 31, 631, 316, 162]"
506,"[443, 501, 157, 280, 543, 606, 201, 79, 240, 235]"
507,"[443, 79, 584, 557, 514, 223, 283, 153, 647, 585]"
508,"[584, 79, 647, 192, 283, 352, 585, 223, 88, 604]"
509,"[49, 186, 551, 678, 80, 221, 228, 128, 631, 316]"
510,"[443, 88, 79, 584, 168, 158, 514, 352, 585, 30]"
511,"[9, 411, 591, 283, 605, 443, 584, 557, 541, 163]"
512,"[612, 121, 539, 658, 316, 47, 429, 570, 283, 665]"
513,"[631, 228, 348, 139, 316, 31, 89, 327, 539, 47]"
514,"[228, 433, 348, 316, 139, 631, 671, 327, 551, 38]"
515,"[443, 557, 79, 514, 153, 585, 584, 168, 548, 595]"
516,"[228, 186, 139, 327, 31, 631, 316, 694, 162, 539]"
517,"[283, 584, 591, 443, 647, 557, 541, 411, 163, 70]"
518,"[631, 228, 139, 316, 477, 327, 31, 433, 678, 605]"
519,"[316, 228, 605, 433, 139, 539, 665, 631, 585, 348]"
520,"[316, 139, 330, 348, 228, 551, 631, 31, 4, 267]"
521,"[443, 80, 488, 88, 260, 341, 681, 158, 557, 290]"
522,"[671, 38, 258, 146, 240, 585, 563, 79, 221, 565]"
523,"[197, 293, 171, 671, 228, 38, 258, 146, 433, 240]"
524,"[647, 665, 678, 366, 316, 404, 514, 605, 433, 394]"
525,"[671, 38, 146, 258, 404, 563, 565, 585, 240, 332]"
526,"[585, 584, 548, 79, 192, 352, 647, 447, 234, 206]"
527,"[443, 121, 591, 259, 557, 88, 681, 308, 598, 402]"
528,"[193, 13, 113, 460, 395, 330, 535, 512, 88, 524]"
529,"[585, 119, 671, 316, 146, 258, 228, 38, 433, 595]"
530,"[80, 612, 121, 107, 186, 128, 126, 691, 141, 47]"
531,"[88, 13, 488, 476, 586, 443, 155, 302, 452, 341]"
532,"[316, 671, 38, 228, 162, 433, 330, 258, 146, 139]"
533,"[557, 606, 228, 649, 47, 204, 276, 139, 631, 316]"
534,"[49, 186, 80, 551, 605, 221, 409, 47, 694, 316]"
535,"[443, 107, 79, 557, 355, 223, 514, 584, 153, 585]"
536,"[366, 404, 240, 27, 197, 256, 548, 173, 61, 585]"
537,"[19, 536, 472, 381, 618, 245, 691, 573, 424, 387]"
538,"[348, 514, 411, 240, 595, 433, 585, 665, 316, 228]"
539,"[612, 348, 551, 228, 514, 316, 595, 691, 433, 258]"
540,"[678, 228, 433, 366, 316, 551, 631, 139, 404, 348]"
541,"[186, 316, 49, 551, 47, 605, 228, 539, 139, 80]"
542,"[88, 671, 38, 258, 146, 117, 240, 585, 563, 576]"
543,"[107, 514, 612, 168, 88, 223, 158, 584, 341, 79]"
544,"[443, 79, 514, 107, 88, 585, 158, 153, 584, 548]"
545,"[443, 681, 88, 79, 260, 259, 584, 107, 598, 223]"
546,"[443, 514, 575, 107, 88, 585, 79, 158, 647, 584]"
547,"[330, 316, 139, 228, 119, 14, 433, 557, 4, 631]"
548,"[31, 228, 139, 316, 433, 631, 348, 327, 284, 551]"
549,"[514, 107, 612, 223, 158, 168, 592, 153, 326, 585]"
550,"[121, 488, 429, 612, 570, 205, 681, 260, 693, 598]"
551,"[348, 551, 519, 568, 161, 631, 316, 228, 139, 678]"
552,"[240, 585, 671, 146, 307, 433, 563, 316, 249, 514]"
553,"[180, 186, 612, 121, 498, 570, 107, 620, 399, 652]"
554,"[107, 443, 175, 355, 88, 658, 127, 182, 282, 448]"
555,"[443, 107, 79, 355, 557, 514, 584, 235, 223, 206]"
556,"[80, 591, 49, 402, 154, 584, 557, 283, 121, 409]"
557,"[671, 38, 228, 258, 146, 433, 240, 585, 563, 348]"
558,"[612, 121, 514, 107, 141, 359, 258, 693, 375, 592]"
559,"[585, 671, 641, 418, 77, 240, 383, 362, 146, 563]"
560,"[514, 158, 107, 88, 168, 223, 592, 693, 612, 79]"
561,"[259, 80, 443, 681, 331, 88, 121, 453, 598, 591]"
562,"[221, 121, 258, 61, 107, 585, 671, 186, 617, 551]"
563,"[82, 397, 228, 316, 433, 139, 671, 348, 38, 693]"
564,"[514, 121, 175, 107, 612, 681, 665, 79, 390, 548]"
565,"[443, 88, 557, 79, 171, 158, 168, 341, 681, 152]"
566,"[631, 228, 551, 433, 316, 139, 38, 348, 327, 162]"
567,"[551, 228, 397, 186, 139, 327, 284, 126, 291, 31]"
568,"[88, 443, 341, 488, 476, 452, 158, 107, 620, 302]"
569,"[612, 107, 681, 88, 158, 453, 514, 121, 693, 443]"
570,"[443, 88, 355, 498, 557, 107, 564, 591, 694, 466]"
571,"[80, 49, 694, 186, 551, 128, 316, 61, 228, 139]"
572,"[139, 228, 316, 330, 31, 327, 631, 4, 267, 162]"
573,"[671, 38, 228, 433, 258, 146, 240, 585, 563, 348]"
574,"[443, 88, 681, 302, 341, 158, 331, 14, 453, 390]"
575,"[592, 527, 213, 287, 141, 240, 625, 583, 310, 228]"
576,"[228, 348, 316, 139, 551, 631, 605, 267, 31, 4]"
577,"[671, 240, 585, 146, 38, 563, 258, 61, 433, 77]"
578,"[443, 88, 107, 557, 341, 79, 158, 168, 586, 418]"
579,"[612, 121, 107, 258, 693, 514, 359, 570, 429, 141]"
580,"[404, 366, 146, 27, 332, 671, 665, 678, 548, 256]"
581,"[240, 514, 585, 671, 379, 433, 383, 348, 595, 439]"
582,"[443, 88, 681, 260, 331, 453, 598, 107, 123, 507]"
583,"[240, 585, 671, 551, 348, 433, 146, 563, 514, 228]"
584,"[551, 310, 186, 240, 564, 228, 355, 433, 316, 139]"
585,"[592, 168, 585, 583, 527, 213, 79, 584, 379, 158]"
586,"[612, 514, 107, 158, 168, 79, 359, 443, 681, 453]"
587,"[551, 49, 348, 553, 585, 35, 64, 77, 32, 497]"
588,"[330, 88, 13, 155, 341, 49, 302, 551, 161, 248]"
589,"[433, 228, 477, 316, 139, 80, 348, 631, 327, 31]"
590,"[88, 459, 648, 412, 259, 443, 109, 557, 407, 30]"
591,"[348, 228, 631, 139, 316, 327, 31, 678, 605, 477]"
592,"[443, 585, 79, 557, 514, 584, 548, 107, 153, 223]"
593,"[591, 283, 88, 341, 443, 584, 557, 541, 411, 163]"
594,"[584, 557, 585, 79, 352, 647, 192, 283, 30, 411]"
595,"[287, 671, 38, 228, 433, 258, 146, 240, 585, 563]"
596,"[27, 605, 366, 678, 173, 256, 132, 404, 146, 610]"
597,"[316, 139, 348, 4, 631, 267, 119, 228, 330, 653]"
598,"[228, 397, 433, 82, 348, 316, 139, 631, 671, 327]"
599,"[366, 404, 647, 27, 514, 256, 665, 173, 585, 146]"
600,"[448, 579, 121, 545, 498, 427, 80, 40, 239, 276]"
601,"[427, 262, 121, 80, 136, 36, 328, 40, 202, 193]"
602,"[80, 34, 316, 625, 337, 49, 228, 551, 139, 631]"
603,"[262, 328, 127, 202, 417, 542, 427, 333, 254, 203]"
604,"[545, 498, 579, 193, 448, 692, 91, 655, 652, 115]"
605,"[427, 649, 40, 276, 193, 229, 262, 20, 655, 579]"
606,"[443, 448, 498, 545, 273, 579, 104, 652, 286, 77]"
607,"[649, 276, 40, 127, 311, 427, 106, 580, 272, 229]"
608,"[40, 649, 276, 427, 193, 474, 229, 20, 460, 580]"
609,"[262, 427, 272, 489, 231, 286, 443, 509, 384, 127]"
610,"[545, 262, 193, 427, 512, 202, 610, 498, 113, 340]"
611,"[40, 276, 127, 252, 474, 106, 66, 281, 427, 564]"
612,"[262, 328, 202, 427, 121, 49, 544, 278, 35, 542]"
613,"[649, 40, 276, 427, 229, 80, 692, 272, 579, 498]"
614,"[202, 128, 448, 579, 498, 491, 80, 652, 545, 37]"
615,"[262, 193, 202, 37, 489, 579, 275, 427, 284, 460]"
616,"[649, 37, 202, 128, 40, 427, 276, 327, 262, 284]"
617,"[80, 427, 545, 40, 448, 136, 121, 579, 498, 106]"
618,"[59, 154, 80, 262, 136, 35, 681, 553, 674, 683]"
619,"[275, 658, 498, 652, 687, 282, 283, 394, 210, 271]"
620,"[545, 113, 692, 498, 106, 448, 40, 579, 610, 193]"
621,"[193, 545, 40, 649, 561, 228, 579, 427, 610, 20]"
622,"[262, 328, 193, 113, 545, 427, 489, 202, 655, 443]"
623,"[202, 427, 276, 262, 649, 40, 35, 34, 346, 360]"
624,"[649, 193, 40, 276, 427, 474, 20, 579, 460, 91]"
625,"[127, 40, 106, 276, 228, 427, 272, 649, 286, 35]"
626,"[40, 276, 649, 692, 127, 427, 498, 545, 106, 474]"
627,"[448, 545, 265, 498, 579, 193, 427, 104, 561, 113]"
628,"[310, 248, 114, 692, 593, 355, 254, 273, 630, 602]"
629,"[448, 545, 498, 579, 652, 692, 104, 281, 128, 610]"
630,"[360, 262, 575, 286, 665, 35, 106, 598, 652, 47]"
631,"[649, 40, 276, 427, 228, 229, 106, 580, 349, 127]"
632,"[40, 276, 649, 427, 448, 272, 121, 80, 580, 286]"
633,"[334, 104, 352, 498, 283, 308, 443, 557, 231, 79]"
634,"[193, 35, 262, 272, 561, 231, 370, 113, 286, 127]"
635,"[262, 381, 427, 202, 691, 276, 328, 542, 333, 254]"
636,"[262, 193, 427, 561, 370, 113, 512, 460, 236, 198]"
637,"[35, 202, 333, 254, 203, 128, 23, 161, 37, 275]"
638,"[459, 268, 140, 427, 649, 40, 101, 173, 262, 106]"
639,"[381, 691, 448, 579, 498, 340, 128, 545, 652, 252]"
640,"[443, 79, 378, 598, 448, 427, 302, 171, 514, 584]"
641,"[202, 37, 128, 275, 333, 254, 203, 579, 545, 498]"
642,"[498, 652, 545, 448, 692, 276, 579, 120, 649, 411]"
643,"[193, 545, 498, 579, 91, 448, 474, 655, 281, 460]"
644,"[262, 193, 427, 545, 113, 40, 561, 655, 579, 448]"
645,"[339, 333, 23, 203, 245, 334, 387, 35, 161, 271]"
646,"[381, 612, 121, 262, 202, 570, 328, 327, 429, 241]"
647,"[34, 202, 37, 193, 579, 128, 448, 262, 498, 652]"
648,"[202, 128, 652, 37, 333, 254, 203, 498, 575, 275]"
649,"[427, 649, 40, 276, 193, 229, 262, 20, 655, 579]"
650,"[649, 40, 276, 427, 229, 262, 580, 106, 174, 204]"
651,"[649, 498, 40, 545, 448, 579, 692, 652, 276, 128]"
652,"[443, 80, 545, 448, 591, 557, 121, 579, 498, 104]"
653,"[448, 545, 121, 308, 498, 193, 106, 239, 127, 579]"
654,"[202, 37, 545, 128, 448, 579, 34, 498, 491, 652]"
655,"[427, 40, 106, 276, 80, 448, 127, 649, 545, 498]"
656,"[80, 202, 128, 49, 327, 121, 262, 284, 28, 148]"
657,"[489, 262, 202, 35, 216, 34, 9, 127, 523, 509]"
658,"[193, 265, 37, 498, 460, 202, 275, 579, 91, 545]"
659,"[202, 128, 448, 34, 37, 579, 49, 498, 652, 491]"
660,"[40, 649, 276, 427, 127, 106, 474, 229, 66, 692]"
661,"[40, 649, 276, 427, 127, 106, 474, 229, 66, 692]"
662,"[427, 40, 649, 127, 276, 106, 80, 20, 178, 229]"
663,"[40, 498, 692, 545, 127, 276, 106, 427, 649, 281]"
664,"[70, 498, 276, 427, 40, 127, 545, 591, 283, 104]"
665,"[193, 652, 579, 460, 91, 655, 545, 275, 645, 524]"
666,"[80, 545, 448, 127, 498, 121, 579, 553, 40, 432]"
667,"[80, 448, 106, 427, 545, 127, 121, 579, 40, 273]"
668,"[649, 40, 276, 427, 229, 106, 127, 580, 628, 311]"
669,"[498, 545, 448, 40, 427, 308, 579, 276, 692, 239]"
670,"[545, 448, 80, 579, 498, 40, 121, 427, 692, 571]"
671,"[80, 121, 272, 448, 427, 286, 579, 649, 545, 681]"
672,"[202, 262, 579, 80, 448, 545, 498, 427, 239, 491]"
673,"[262, 427, 40, 333, 161, 202, 254, 203, 35, 229]"
674,"[80, 448, 545, 579, 652, 121, 272, 427, 692, 113]"
675,"[427, 443, 557, 276, 580, 628, 311, 231, 649, 591]"
676,"[498, 545, 448, 121, 579, 612, 652, 281, 308, 239]"
677,"[193, 561, 427, 113, 20, 241, 239, 121, 655, 370]"
678,"[579, 448, 545, 239, 498, 80, 655, 427, 652, 272]"
679,"[427, 40, 106, 649, 127, 276, 262, 229, 272, 372]"
680,"[202, 80, 128, 28, 262, 49, 121, 161, 491, 333]"
681,"[193, 202, 37, 262, 128, 275, 579, 460, 91, 34]"
682,"[427, 40, 276, 80, 127, 649, 448, 262, 106, 545]"
683,"[545, 448, 692, 498, 579, 80, 40, 276, 127, 239]"
684,"[40, 276, 649, 498, 427, 579, 127, 106, 580, 545]"
685,"[427, 40, 649, 20, 106, 276, 378, 127, 349, 387]"
686,"[262, 427, 649, 202, 35, 328, 127, 40, 229, 276]"
687,"[202, 193, 37, 113, 275, 128, 161, 579, 460, 91]"
688,"[427, 40, 106, 127, 649, 276, 262, 229, 272, 372]"
689,"[291, 692, 498, 448, 545, 659, 564, 474, 652, 127]"
690,"[579, 128, 80, 448, 37, 498, 228, 545, 551, 186]"
691,"[262, 80, 427, 202, 40, 649, 121, 579, 193, 276]"
692,"[80, 448, 427, 579, 121, 649, 40, 545, 262, 202]"
693,"[262, 649, 427, 276, 544, 40, 443, 284, 229, 557]"
694,"[545, 498, 448, 692, 281, 579, 652, 104, 202, 610]"
695,"[448, 545, 579, 498, 121, 80, 652, 692, 128, 202]"
696,"[202, 262, 491, 49, 80, 275, 28, 579, 448, 128]"
697,"[265, 193, 202, 275, 37, 262, 498, 489, 128, 35]"
698,"[448, 579, 545, 427, 498, 652, 128, 37, 91, 239]"
699,"[34, 127, 553, 35, 652, 126, 585, 448, 107, 202]"
700,"[256, 79, 584, 585, 582, 173, 671, 647, 548, 77]"
701,"[162, 612, 121, 471, 429, 570, 24, 260, 620, 681]"
702,"[307, 609, 514, 501, 112, 157, 513, 543, 280, 7]"
703,"[307, 280, 201, 147, 641, 394, 606, 237, 607, 309]"
704,"[307, 201, 607, 7, 173, 147, 501, 641, 157, 280]"
705,"[27, 366, 173, 324, 671, 256, 404, 146, 132, 624]"
706,"[307, 366, 173, 201, 404, 607, 7, 240, 147, 27]"
707,"[366, 162, 81, 673, 503, 490, 471, 402, 333, 154]"
708,"[240, 307, 309, 201, 7, 147, 383, 641, 607, 501]"
709,"[471, 280, 658, 24, 641, 307, 237, 606, 501, 201]"
710,"[175, 355, 291, 501, 307, 112, 659, 564, 609, 235]"
711,"[404, 173, 27, 366, 671, 607, 324, 146, 256, 137]"
712,"[404, 647, 548, 366, 256, 585, 671, 173, 582, 514]"
713,"[307, 173, 7, 201, 366, 607, 671, 147, 376, 324]"
714,"[572, 582, 218, 624, 366, 176, 404, 332, 77, 114]"
715,"[307, 641, 280, 471, 240, 237, 201, 658, 235, 606]"
716,"[235, 307, 280, 641, 201, 237, 147, 471, 606, 658]"
717,"[307, 201, 173, 607, 7, 366, 404, 670, 376, 137]"
718,"[240, 501, 280, 355, 235, 307, 157, 182, 309, 609]"
719,"[324, 214, 309, 310, 675, 43, 248, 582, 478, 399]"
720,"[599, 138, 134, 678, 247, 109, 612, 121, 407, 614]"
721,"[404, 607, 173, 366, 201, 394, 7, 307, 647, 548]"
722,"[240, 671, 585, 514, 146, 563, 258, 38, 310, 668]"
723,"[307, 240, 691, 388, 249, 148, 585, 612, 141, 471]"
724,"[514, 404, 310, 592, 671, 366, 77, 176, 240, 141]"
725,"[670, 258, 482, 607, 543, 513, 501, 376, 307, 292]"
726,"[607, 404, 7, 173, 366, 307, 201, 137, 324, 27]"
727,"[18, 307, 501, 7, 513, 201, 670, 240, 157, 607]"
728,"[201, 157, 607, 280, 237, 501, 307, 147, 658, 606]"
729,"[501, 443, 157, 280, 543, 606, 557, 201, 79, 514]"
730,"[366, 582, 404, 27, 240, 256, 173, 307, 585, 146]"
731,"[607, 307, 201, 7, 237, 157, 471, 137, 319, 147]"
732,"[307, 670, 201, 607, 7, 501, 157, 513, 376, 543]"
733,"[670, 307, 201, 7, 607, 501, 513, 157, 543, 237]"
734,"[404, 366, 607, 307, 173, 582, 201, 7, 240, 513]"
735,"[280, 307, 324, 182, 201, 641, 147, 383, 418, 237]"
736,"[477, 695, 694, 693, 692, 691, 690, 689, 688, 687]"
737,"[307, 201, 324, 240, 641, 607, 7, 671, 383, 147]"
738,"[240, 307, 388, 383, 309, 249, 235, 471, 641, 7]"
739,"[307, 201, 607, 157, 7, 237, 501, 280, 513, 641]"
740,"[514, 548, 404, 592, 478, 366, 612, 383, 527, 213]"
741,"[240, 514, 585, 671, 258, 146, 563, 176, 383, 38]"
742,"[307, 280, 658, 641, 237, 606, 471, 235, 501, 201]"
743,"[157, 501, 280, 307, 201, 607, 449, 7, 543, 182]"
744,"[80, 418, 602, 307, 280, 641, 147, 237, 201, 324]"
745,"[79, 514, 585, 548, 443, 584, 647, 192, 557, 671]"
746,"[647, 192, 584, 366, 665, 514, 404, 394, 223, 27]"
747,"[394, 604, 283, 201, 658, 147, 280, 647, 687, 418]"
748,"[641, 383, 280, 307, 201, 606, 237, 471, 240, 147]"
749,"[571, 319, 654, 616, 612, 175, 471, 271, 513, 609]"
750,"[443, 501, 157, 280, 543, 201, 79, 606, 235, 182]"
751,"[249, 208, 498, 388, 522, 248, 53, 652, 619, 504]"
752,"[671, 38, 258, 146, 240, 585, 563, 249, 307, 477]"
753,"[477, 324, 478, 10, 424, 631, 160, 27, 366, 678]"
754,"[471, 280, 420, 24, 641, 307, 237, 606, 501, 201]"
755,"[280, 307, 501, 641, 606, 513, 237, 602, 529, 175]"
756,"[366, 404, 27, 671, 256, 173, 585, 146, 647, 548]"
757,"[307, 201, 607, 7, 175, 147, 501, 641, 237, 670]"
758,"[514, 240, 585, 107, 79, 543, 80, 609, 307, 206]"
759,"[237, 607, 307, 240, 7, 201, 671, 147, 404, 146]"
760,"[443, 280, 201, 606, 604, 658, 501, 147, 418, 206]"
761,"[366, 514, 404, 27, 256, 173, 146, 582, 132, 585]"
762,"[307, 394, 201, 280, 147, 641, 240, 366, 607, 309]"
763,"[513, 543, 514, 258, 501, 157, 592, 176, 612, 33]"
764,"[443, 584, 79, 591, 557, 283, 223, 541, 411, 352]"
765,"[477, 471, 280, 24, 641, 307, 237, 606, 324, 501]"
766,"[310, 240, 107, 336, 498, 504, 249, 355, 592, 612]"
767,"[527, 213, 592, 363, 167, 33, 479, 415, 389, 612]"
768,"[307, 237, 201, 471, 670, 607, 7, 157, 641, 501]"
769,"[612, 121, 494, 442, 41, 477, 232, 570, 429, 260]"
770,"[355, 310, 240, 564, 112, 307, 309, 235, 291, 501]"
771,"[647, 548, 366, 585, 404, 173, 514, 79, 394, 584]"
772,"[404, 607, 173, 366, 201, 394, 7, 307, 647, 548]"
773,"[329, 617, 248, 310, 443, 355, 557, 309, 477, 334]"
774,"[404, 366, 173, 146, 27, 563, 256, 671, 585, 332]"
775,"[477, 695, 694, 693, 692, 691, 690, 689, 688, 687]"
776,"[418, 240, 602, 366, 514, 404, 307, 585, 147, 201]"
777,"[10, 324, 477, 670, 607, 543, 513, 501, 482, 376]"
778,"[307, 607, 7, 404, 366, 173, 201, 240, 237, 147]"
779,"[324, 658, 477, 280, 10, 237, 687, 282, 641, 307]"
780,"[307, 201, 240, 670, 7, 641, 607, 501, 237, 157]"
781,"[477, 280, 641, 307, 237, 606, 324, 501, 201, 658]"
782,"[383, 240, 641, 307, 671, 514, 258, 280, 237, 147]"
783,"[307, 670, 658, 501, 201, 157, 237, 513, 687, 282]"
784,"[307, 240, 641, 471, 235, 280, 237, 201, 658, 388]"
785,"[80, 249, 160, 488, 208, 522, 620, 504, 260, 239]"
786,"[280, 602, 501, 609, 513, 235, 641, 307, 237, 383]"
787,"[514, 240, 609, 513, 543, 280, 176, 383, 641, 606]"
788,"[479, 307, 173, 201, 366, 607, 7, 256, 404, 147]"
789,"[307, 240, 641, 471, 235, 280, 237, 201, 658, 388]"
790,"[543, 514, 513, 501, 157, 280, 606, 609, 201, 182]"
791,"[324, 478, 366, 596, 404, 582, 10, 27, 256, 590]"
792,"[612, 121, 477, 570, 429, 681, 598, 259, 390, 375]"
793,"[658, 307, 280, 291, 641, 182, 235, 210, 355, 388]"
794,"[324, 307, 173, 10, 201, 7, 27, 607, 366, 309]"
795,"[498, 249, 652, 291, 455, 107, 355, 527, 659, 564]"
796,"[404, 607, 366, 173, 7, 201, 307, 394, 237, 137]"
797,"[307, 240, 237, 641, 471, 309, 221, 670, 668, 388]"
